Node | Distance To | Previous Node in Path (-1 is unreachable, or starting node)
883 | 0.3 | 1712
884 | 0.8 | 5979
885 | 0.8 | 905
886 | 1.0 | 5857
887 | 4.7 | 7000
888 | 2.5 | 1578
889 | 2.9 | 892
890 | 0.5 | 1076
891 | 0.4 | 3555
892 | 1.2 | 2104
893 | 0.9 | 6248
894 | 2.1 | 5896
895 | 3.0 | 3860
896 | 0.3 | 647
897 | 2.6 | 2803
898 | 0.3 | 2908
899 | 1.8 | 1853
900 | 0.4 | 4934
901 | 1.6 | 5789
902 | 1.3 | 1223
903 | 3.4 | 1708
904 | 1.2 | 2765
905 | 0.8 | 1761
906 | 5.7 | 2669
907 | 0.8 | 4753
908 | 0.3 | 4825
909 | 2.1 | 3333
910 | 3.0 | 204
911 | 1.6 | 7102
912 | 1.4 | 2012
913 | 1.4 | 1162
914 | 0.2 | 3195
915 | 0.7 | 5698
916 | 2.6 | 980
917 | 5.3 | 381
918 | 4.8 | 6414
919 | 3.4 | 1801
920 | 2.1 | 4525
921 | 2.9 | 692
922 | 0.8 | 5230
923 | 0.2 | 6198
924 | 5.5 | 4817
925 | 2.0 | 771
926 | 6.2 | 458
927 | 1.6 | 2172
928 | 0.3 | 450
929 | 0.6 | 5566
930 | 1.0 | 2979
931 | 1.7 | 3777
932 | 2.2 | 6793
933 | 1.7 | 6885
934 | 2.5 | 5919
935 | 0.2 | 3445
936 | 0.2 | 4453
937 | 2.1 | 2559
938 | 0.8 | 6964
939 | 0.4 | 2059
940 | 1.5 | 2228
941 | 2.4 | 7479
942 | 0.5 | 6943
943 | 1.0 | 4801
944 | 1.9 | 5963
945 | 2.0 | 5685
946 | 1.4 | 3868
947 | 0.4 | 2388
948 | 1.1 | 4623
949 | 2.3 | 6885
950 | 4.7 | 7496
951 | 3.2 | 6725
952 | 1.4 | 5808
953 | 1.7 | 4815
954 | 1.8 | 4725
955 | 2.2 | 2868
956 | 1.3 | 2806
957 | 2.2 | 1762
958 | 2.5 | 1611
959 | 1.8 | 2331
960 | 0.8 | 7111
961 | 2.0 | 2649
962 | 2.4 | 5798
963 | 4.0 | 5233
964 | 3.7 | 1328
965 | 4.1 | 1081
966 | 0.2 | 4012
967 | 7.2 | 4312
968 | 5.3 | 4717
969 | 1.6 | 6801
970 | 2.6 | 161
971 | 1.3 | 261
972 | 0.3 | 4513
973 | 0.1 | 791
974 | 3.2 | 4856
975 | 1.9 | 6492
976 | 0.4 | 6120
977 | 0.2 | 3639
978 | 1.7 | 343
979 | 0.7 | 932
980 | 1.7 | 59
981 | 0.5 | 1033
982 | 4.3 | 5186
983 | 1.7 | 2213
984 | 1.5 | 3524
985 | 2.5 | 251
986 | 1.6 | 5338
987 | 5.3 | 4925
988 | 0.7 | 5842
989 | 0.9 | 4125
990 | 3.3 | 2898
991 | 0.7 | 1064
992 | 2.3 | 1535
993 | 2.7 | 6348
994 | 1.9 | 1222
995 | 2.8 | 1458
996 | 3.9 | 3224
997 | 3.6 | 2436
998 | 3.5 | 6274
999 | 0.7 | 3776
1000 | 2.5 | 6514
1001 | 2.3 | 970
1002 | 1.2 | 3793
1003 | 1.8 | 2265
1004 | 2.0 | 6434
1005 | 1.0 | 6842
1006 | 1.6 | 6512
1007 | 1.9 | 3850
1008 | 1.8 | 675
1009 | 2.7 | 4219
1010 | 2.4 | 4467
1011 | 0.7 | 5571
1012 | 2.2 | 346
1013 | 4.3 | 1525
1014 | 1.3 | 746
1015 | 0.7 | 4213
1016 | 0.1 | 7322
1017 | 0.2 | 6515
1018 | 1.7 | 665
1019 | 1.8 | 3249
1020 | 2.4 | 5893
1021 | 2.4 | 84
1022 | 3.0 | 741
1023 | 5.7 | 6774
1024 | 3.5 | 5231
1025 | 3.8 | 549
1026 | 2.4 | 5463
1027 | 0.3 | 2607
1028 | 2.3 | 2859
1029 | 2.9 | 5633
1030 | 0.9 | 2654
1031 | 2.1 | 3392
1032 | 1.7 | 28
1033 | 0.5 | 6680
1034 | 3.0 | 6920
1035 | 2.3 | 2316
1036 | 2.4 | 548
1037 | 3.6 | 2304
1038 | 2.4 | 6393
1039 | 1.6 | 5681
1040 | 3.0 | 6756
1041 | 2.2 | 6854
1042 | 3.7 | 3030
1043 | 4.7 | 2174
1044 | 2.7 | 68
1045 | 3.9 | 3775
1046 | 3.7 | 6683
1047 | 0.9 | 4584
1048 | 1.6 | 1282
1049 | 1.8 | 6381
1050 | 0.6 | 4203
1051 | 0.6 | 6836
1052 | 2.1 | 3664
1053 | 1.3 | 6177
1054 | 0.3 | 4953
1055 | 2.0 | 2864
1056 | 2.2 | 6385
1057 | 0.6 | 4923
1058 | 0.6 | 2959
1059 | 3.4 | 7454
1060 | 3.5 | 726
1061 | 0.6 | 5790
1062 | 3.1 | 6570
1063 | 0.7 | 1590
1064 | 0.1 | 3096
1065 | 0.2 | 1435
1066 | 3.2 | 6547
1067 | 2.2 | 6969
